FID,COMID,UID,BSN_COUNT,AreaSqKM,RPU,COMID_1,CatAreaSqKm,WsAreaSqKm,CatPctFull,WsPctFull,inStreamCat,PctCarbResidCat,PctNonCarbResidCat,PctAlkIntruVolCat,PctSilicicCat,PctExtruVolCat,PctColluvSedCat,PctGlacTilClayCat,PctGlacTilLoamCat,PctGlacTilCrsCat,PctGlacLakeCrsCat,PctGlacLakeFineCat,PctHydricCat,PctEolCrsCat,PctEolFineCat,PctSalLakeCat,PctAlluvCoastCat,PctCoastCrsCat,PctWaterCat,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs
123690,23703719,124699,2258,2.0322,17c,23703719,2.0322,2.0322,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123528,23703723,124537,2048,1.8432,17c,23703723,1.8432,1.8432,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123691,23703771,124700,5245,4.7205,17c,23703771,4.7205,7.0668,100,100,0,0,0,0,0,91.76358437,0,0,0,8.236415634,0,0,0,0,0,0,0,0,0,0,0,0,0,94.49821701,0,0,0,5.501782985,0,0,0,0,0,0,0,0,0
123683,23703779,124692,617,0.5553,17c,23703779,0.5553,0.5553,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123531,23703791,124540,248,0.2232,17c,23703791,0.2232,0.2232,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123529,23703795,124538,1967,1.7703,17c,23703795,1.7703,1.7703,100,100,0,0,0,0,0,23.28418912,0,0,0,76.71581088,0,0,0,0,0,0,0,0,0,0,0,0,0,23.28418912,0,0,0,76.71581088,0,0,0,0,0,0,0,0,0
123684,23703803,124693,2922,2.6298,17c,23703803,2.6298,2.6298,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123694,23703807,124703,5573,5.0157,17c,23703807,5.0157,18.2898,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123687,23703811,124696,362,0.3258,17c,23703811,0.3258,0.3258,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123682,23703819,124691,448,0.4032,17c,23703819,0.4032,0.4032,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123535,23703823,124544,2208,1.9872,17c,23703823,1.9872,1.9872,100,100,0,0,0,0,0,71.24094203,0,0,0,0,0,28.75905797,0,0,0,0,0,0,0,0,0,0,0,71.24094203,0,0,0,0,0,28.75905797,0,0,0,0,0,0,0
123536,23703831,124545,62,0.0558,17c,23703831,0.0558,0.0558,100,100,0,0,0,0,0,87.09677419,0,0,0,0,0,12.90322581,0,0,0,0,0,0,0,0,0,0,0,87.09677419,0,0,0,0,0,12.90322581,0,0,0,0,0,0,0
123424,23703839,124433,131,0.1179,17c,23703839,0.1179,0.1179,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123433,23703875,124442,1010,0.909,17c,23703875,0.909,0.909,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123437,23703891,124446,351,0.3159,17c,23703891,0.3159,0.3159,100,100,0,0,0,0,0,97.72079772,0,0,0,2.279202279,0,0,0,0,0,0,0,0,0,0,0,0,0,97.72079772,0,0,0,2.279202279,0,0,0,0,0,0,0,0,0
123438,23703895,124447,1813,1.6317,17c,23703895,1.6317,1.6317,100,100,0,0,0,0,0,72.3110866,0,0,0,27.6889134,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3110866,0,0,0,27.6889134,0,0,0,0,0,0,0,0,0
123439,23703899,124448,3026,2.7234,17c,23703899,2.7234,2.7234,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123435,23703923,124444,161,0.1449,17c,23703923,0.1449,0.1449,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123436,23703935,124445,2539,2.2851,17c,23703935,2.2851,2.2851,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123429,23703979,124438,49820,44.838,17c,23703979,44.838,44.838,100,100,0,0,0,0,0,93.85989562,0,0,0,6.140104376,0,0,0,0,0,0,0,0,0,0,0,0,0,93.85989562,0,0,0,6.140104376,0,0,0,0,0,0,0,0,0
123425,23703991,124434,1046,0.9414,17c,23703991,0.9414,0.9414,100,100,0,0,0,0,0,26.57743786,0,0,0,73.42256214,0,0,0,0,0,0,0,0,0,0,0,0,0,26.57743786,0,0,0,73.42256214,0,0,0,0,0,0,0,0,0
123724,23704003,124733,40,0.036,17c,23704003,0.036,0.036,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
123723,23704015,124732,492,0.4428,17c,23704015,0.4428,0.4428,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123421,23704027,124430,148,0.1332,17c,23704027,0.1332,0.1332,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
123422,23704031,124431,97,0.0873,17c,23704031,0.0873,0.0873,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
123721,23704035,124730,95,0.0855,17c,23704035,0.0855,0.0855,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123719,23704039,124728,1128,1.0152,17c,23704039,1.0152,1.0152,100,100,0,0,0,0,0,62.58865248,0,0,0,37.41134752,0,0,0,0,0,0,0,0,0,0,0,0,0,62.58865248,0,0,0,37.41134752,0,0,0,0,0,0,0,0,0
123718,23704051,124727,945,0.8505,17c,23704051,0.8505,0.8505,100,100,0,0,0,0,0,94.81481481,0,0,0,5.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,94.81481481,0,0,0,5.185185185,0,0,0,0,0,0,0,0,0
123717,23704055,124726,666,0.5994,17c,23704055,0.5994,0.5994,100,100,0,0,0,0,0,73.42342342,0,0,0,26.57657658,0,0,0,0,0,0,0,0,0,0,0,0,0,73.42342342,0,0,0,26.57657658,0,0,0,0,0,0,0,0,0
123714,23704071,124723,102,0.0918,17c,23704071,0.0918,0.0918,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123711,23704087,124720,1007,0.9063,17c,23704087,0.9063,0.9063,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123708,23704099,124717,2632,2.3688,17c,23704099,2.3688,2.3688,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123706,23704103,124715,601,0.5409,17c,23704103,0.5409,0.5409,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123705,23704111,124714,107,0.0963,17c,23704111,0.0963,0.0963,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123427,23704127,124436,2559,2.3031,17c,23704127,2.3031,2.3031,100,100,0,0,0,0,0,95.66236811,0,0,0,0,0,0,0,0,0,0,0,0,4.337631887,0,0,0,0,95.66236811,0,0,0,0,0,0,0,0,0,0,0,0,4.337631887
123426,23704135,124435,331,0.2979,17c,23704135,0.2979,0.2979,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123432,23704147,124441,1351,1.2159,17c,23704147,1.2159,1.2159,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123813,23704155,124822,272,0.2448,17c,23704155,0.2448,0.2448,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123430,23704163,124439,982,0.8838,17c,23704163,0.8838,0.8838,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123814,23704177,124823,597,0.5373,17c,23704177,0.5373,0.5373,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123811,23704183,124820,320,0.288,17c,23704183,0.288,2.9754,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123812,23704187,124821,966,0.8694,17c,23704187,0.8694,3.8448,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123771,23704203,124780,385,0.3465,17c,23704203,0.3465,0.3465,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123792,23704207,124801,1327,1.1943,17c,23704207,1.1943,1.1943,100,100,0,0,0,0,0,94.42351168,0,0,0,5.57648832,0,0,0,0,0,0,0,0,0,0,0,0,0,94.42351168,0,0,0,5.57648832,0,0,0,0,0,0,0,0,0
123447,23707624,124456,17377,15.6393,17c,23707624,15.6393,15.921,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123446,23707628,124455,313,0.2817,17c,23707628,0.2817,0.2817,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123798,23707636,124807,1730,1.557,17c,23707636,1.557,1.557,100,100,0,0,0,0,0,63.69942197,0,0,0,36.30057803,0,0,0,0,0,0,0,0,0,0,0,0,0,63.69942197,0,0,0,36.30057803,0,0,0,0,0,0,0,0,0
123785,23707640,124794,3981,3.5829,17c,23707640,3.5829,3.5829,100,100,0,0,0,0,0,45.61667923,0,0,0,54.38332077,0,0,0,0,0,0,0,0,0,0,0,0,0,45.61667923,0,0,0,54.38332077,0,0,0,0,0,0,0,0,0
123804,23707644,124813,3900,3.51,17c,23707644,3.51,4.1067,100,100,0,0,0,0,0,41.48717949,0,0,0,58.51282051,0,0,0,0,0,0,0,0,0,0,0,0,0,38.48345387,0,0,0,61.51654613,0,0,0,0,0,0,0,0,0
123793,23707648,124802,663,0.5967,17c,23707648,0.5967,0.5967,100,100,0,0,0,0,0,20.81447964,0,0,0,79.18552036,0,0,0,0,0,0,0,0,0,0,0,0,0,20.81447964,0,0,0,79.18552036,0,0,0,0,0,0,0,0,0
123777,23707668,124786,825,0.7425,17c,23707668,0.7425,0.7425,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123763,23707676,124772,73,0.0657,17c,23707676,0.0657,0.0657,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123801,23707684,124810,51,0.0459,17c,23707684,0.0459,0.0459,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
123807,23707688,124816,117,0.1053,17c,23707688,0.1053,0.1053,100,100,0,0,0,94.87179487,0,0,0,0,0,5.128205128,0,0,0,0,0,0,0,0,0,0,0,94.87179487,0,0,0,0,0,5.128205128,0,0,0,0,0,0,0,0,0
123778,23707692,124787,512,0.4608,17c,23707692,0.4608,0.4608,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123800,23707696,124809,1370,1.233,17c,23707696,1.233,1.233,100,100,0,0,0,29.34306569,0,70.65693431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34306569,0,70.65693431,0,0,0,0,0,0,0,0,0,0,0,0,0
123784,23707700,124793,195,0.1755,17c,23707700,0.1755,0.1755,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123802,23707704,124811,438,0.3942,17c,23707704,0.3942,0.3942,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123782,23707708,124791,588,0.5292,17c,23707708,0.5292,2.5488,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123806,23707712,124815,2619,2.3571,17c,23707712,2.3571,2.7513,100,100,0,0,0,35.12791142,0,64.87208858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.42263657,0,55.57736343,0,0,0,0,0,0,0,0,0,0,0,0,0
123808,23707716,124817,128,0.1152,17c,23707716,0.1152,1.4256,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.97222222,0,34.02777778,0,0,0,0,0,0,0,0,0,0,0,0,0
123789,23707720,124798,1024,0.9216,17c,23707720,0.9216,0.9216,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123791,23707724,124800,325,0.2925,17c,23707724,0.2925,0.2925,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123809,23707728,124818,1456,1.3104,17c,23707728,1.3104,1.3104,100,100,0,0,0,62.98076923,0,37.01923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.98076923,0,37.01923077,0,0,0,0,0,0,0,0,0,0,0,0,0
123805,23707742,124814,4023,3.6207,17c,23707742,3.6207,3.7611,100,100,0,0,0,22.79393487,0,77.20606513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.79061977,0,75.20938023,0,0,0,0,0,0,0,0,0,0,0,0,0
123803,23707746,124812,156,0.1404,17c,23707746,0.1404,0.1404,100,100,0,0,0,76.28205128,0,23.71794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.28205128,0,23.71794872,0,0,0,0,0,0,0,0,0,0,0,0,0
123794,23707750,124803,49,0.0441,17c,23707750,0.0441,0.0441,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123539,23727307,124548,3714,3.3426,17c,23727307,3.3426,3.3426,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123537,23727315,124546,583,0.5247,17c,23727315,0.5247,0.5247,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123538,23727321,124547,297,0.2673,17c,23727321,0.2673,0.2673,100,100,0,0,0,0,0,99.32659933,0,0,0,0.673400673,0,0,0,0,0,0,0,0,0,0,0,0,0,99.32659933,0,0,0,0.673400673,0,0,0,0,0,0,0,0,0
123534,23727325,124543,393,0.3537,17c,23727325,0.3537,0.3537,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123533,23727357,124542,2312,2.0808,17c,23727357,2.0808,2.0808,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123685,23727525,124694,346,0.3114,17c,23727525,0.3114,0.3114,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123686,23727547,124695,417,0.3753,17c,23727547,0.3753,0.3753,100,100,0,0,0,0,0,75.05995204,0,0,0,24.94004796,0,0,0,0,0,0,0,0,0,0,0,0,0,75.05995204,0,0,0,24.94004796,0,0,0,0,0,0,0,0,0
123504,23748580,124513,266,0.2394,17c,23748580,0.2394,1.6947,100,100,0,0,0,0,38.72180451,61.27819549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.99575146,24.00424854,0,0,0,0,0,0,0,0,0,0,0,0,0
123517,23748596,124526,145,0.1305,17c,23748596,0.1305,0.1305,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123520,23748600,124529,122,0.1098,17c,23748600,0.1098,0.1098,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123510,23748608,124519,78,0.0702,17c,23748608,0.0702,0.0702,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123515,23748612,124524,185,0.1665,17c,23748612,0.1665,0.1665,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123516,23748616,124525,136,0.1224,17c,23748616,0.1224,0.1224,100,100,0,0,0,0,20.58823529,79.41176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.58823529,79.41176471,0,0,0,0,0,0,0,0,0,0,0,0,0
119755,23748634,120762,264,0.2376,17b,23748634,0.2376,0.2376,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123496,23748638,124505,1351,1.2159,17c,23748638,1.2159,1.2159,100,100,0,0,0,0,80.60695781,19.39304219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.60695781,19.39304219,0,0,0,0,0,0,0,0,0,0,0,0,0
123226,23748650,124234,400,0.36,17c,23748650,0.36,0.36,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123222,23748654,124230,1102,0.9918,17c,23748654,0.9918,0.9918,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123209,23748658,124217,375,0.3375,17c,23748658,0.3375,0.3375,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123219,23748666,124227,653,0.5877,17c,23748666,0.5877,0.5877,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123224,23748694,124232,52,0.0468,17c,23748694,0.0468,0.0468,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123220,23748716,124228,539,0.4851,17c,23748716,0.4851,0.4851,100,100,0,0,0,0,14.28571429,85.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,85.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0
123208,23748744,124216,1127,1.0143,17c,23748744,1.0143,1.0143,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123214,23748758,124222,450,0.405,17c,23748758,0.405,0.405,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123216,23748774,124224,1080,0.972,17c,23748774,0.972,0.972,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123217,23748786,124225,828,0.7452,17c,23748786,0.7452,0.7452,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123215,23748790,124223,1012,0.9108,17c,23748790,0.9108,0.9108,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123223,23748798,124231,848,0.7632,17c,23748798,0.7632,0.7632,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123715,23756186,124724,466,0.4194,17c,23756186,0.4194,0.4194,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
123712,23756214,124721,116,0.1044,17c,23756214,0.1044,0.1044,100,100,0,0,0,0,89.65517241,10.34482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.65517241,10.34482759,0,0,0,0,0,0,0,0,0,0,0,0,0
